"Brand","Supplier SKU","Product Name","Barcode","Supplier Product ID"
"Healing Concepts","HCT76","Organic Lemongrass","9344344000212","8b6626ea-e3c7-4bc8-a00c-33c098eb548e"
"Healing Concepts","HCT80","Organic Liquorice Root","9344344000229","27a2fd27-ec88-4121-abb1-c89ec1fd1d67"
"Healing Concepts","HCT85","Organic Marshmallow Root","9344344000816","c8345338-48e5-4849-9dd0-021e45b331d3"
"Healing Concepts","HCT90","Organic Mullein","9344344001059","49bb1e67-bcd0-425a-93fb-5492baf3f50b"
"Healing Concepts","HCT91","Organic Mother Earth Chai","9344344000250","be96c17c-7def-49de-b10d-84d3a95ff83c"
"Healing Concepts","HCT92","Organic Mother Earth Chai","9344344000267","1614e3a3-a191-43ed-b2ab-2f9a39b872c9"
"Healing Concepts","HCT93","Organic Mum-To-Be-Tea","9344344000052","642d1325-1610-4737-bbd6-ae75f51e50b6"
"Healing Concepts","HCT95","Organic Nettle","9344344000847","cefdb53d-e400-43e8-9fe4-0b5f7a65bbef"
"Nutra Organics","NTA190","Australian Gelatin","9343723007491","b43749d7-d87f-4c53-b970-eb3b05491bc1"
"Nutra Organics","NTA195","Australian Gelatin","9343723004230","afb6047e-edfd-48ba-bf2a-f29dafb24b42"
"Nutra Organics","NTA230","Beef Bone Broth Concentrate Natural Beef","9343723007972","a1b244f2-4c1c-4c8c-b0d8-7757d05597f7"
"Nutra Organics","NTA235","Beef Bone Broth Concentrate Turmeric Ginger","9343723007989","5fe5bc5a-80bd-4f41-8f69-7b1bc26b2ceb"
"Nutra Organics","NTA240","Beef Bone Broth Concentrate Native Herbs","9343723007996","16b2657a-a20a-4376-87cb-5d6af4f67cbe"
"Nutra Organics","NTA300","Chicken Bone Broth Homestyle Original","9343723004544","287c7719-eee6-43f1-b4b9-f63693fbe88b"
"Nutra Organics","NTA305","Chicken Bone Broth Homestyle Original","9343723001574","5f462b9f-7f6c-4578-bf80-3a89b8af5c10"
"Nutra Organics","NTA310","Chicken Bone Broth Garden Herb","9343723004568","565586ae-0c2e-48f2-ae57-6d9ebfdaef4f"
"Nutra Organics","NTA315","Chicken Bone Broth Adaptogenic Mushrooms","9343723004575","7ec317af-c174-4d8e-b5fb-9aae24974312"
"Nutra Organics","NTA320","Chicken Bone Broth Miso Ramen","9343723004582","c8e01c0b-7cbc-42c9-b6d5-9f0c12040ee3"
"Nutra Organics","NTA325","Chicken Bone Broth Turmeric","9343723004551","7a3e1786-8b0e-4dc8-b5b8-3fe1341abdaf"
"Nutra Organics","NTA400","Vegetable Broth Garden Veggie","9343723004599","1d13affc-01a1-4606-88c6-cb939e486179"
"Nutra Organics","NTA405","Vegetable Broth Garden Veggie","9343723001611","576b39ff-5de6-4e1e-817c-82647bf82e77"
"Nutra Organics","NTA410","Vegetable Broth Miso Ramen","9343723004629","defb3e3e-720b-408a-9b3b-9aed5e236404"
"Nutra Organics","NTA510","Choc Whiz","9343723007217","a04cf535-108c-4d85-a486-2f00503342d0"
"Nutra Organics","NTA515","Choc Whiz","9343723004100","8068f32f-79a0-4f60-b742-245aff9a853c"
"Nutra Organics","NTA520","Berry Immune","9343723007231","021caae5-f001-4825-bf96-fcea8086d390"
"Nutra Organics","NTA525","Berry Immune","9343723004124","3678d889-f094-42fc-9323-6ac513bc04f9"
"Nutra Organics","NTA540","Veggie Hero","9343723007224","3cfe41d1-d2a5-4e17-b4d8-8fb95d129585"
"Nutra Organics","NTA545","Veggie Hero","9343723004117","88475c48-7049-47cb-88e4-10a2e03cb8a3"
"Nutra Organics","NTA560","Gutsy Gummies Blueberry","9343723007187","f83d199a-14a7-4eb3-a65e-0ad5abd08bde"
"Nutra Organics","NTA565","Gutsy Gummies Blueberry","9343723007804","588e3238-0db7-40ff-ab8a-075f0a568109"
"Nutra Organics","NTA566ST","Gutsy Gummies Pine Lime","9343723007842","43ed11d8-a950-4f00-9868-e5636759e12e"
"Nutra Organics","NTA567ST","Gutsy Gummies Mixed Berry","9343723007859","b66e6438-8a7c-4f26-9615-e4468fb61dde"
"Nutra Organics","NTA570","Gutsy Gummies Mango","9343723007194","ff8f81e0-3464-4136-820e-bf80652d5b4c"
"Nutra Organics","NTA575","Gutsy Gummies Mango","9343723007811","26752083-e0f4-45bb-a990-076a6351277e"
"Nutra Organics","NTA580","Gutsy Gummies Strawberry","9343723007200","f615fb93-c7f6-4f97-9b4d-e9900e819209"
"Nutra Organics","NTA585","Gutsy Gummies Strawberry","9343723007828","3c287b80-1588-4ef5-80d1-e9ab28cb7cde"
"Nutra Organics","NTA587","Gummy Moulds Animal","9343723008221","616d20f4-fcfb-410f-ae02-07ba8a875bd0"
"Nutra Organics","NTA588GWP","Gummy Moulds Xmas GWP","","af055162-98d1-4477-9cf8-747f7523a704"
"Nutra Organics","NTA590","Gummy Moulds","9343723007446","5e1e0a17-f5d5-4a70-b56f-d62292e6b794"
"Nutra Organics","NTA600","Thriving Family Unflavoured","9343723008030","356ebbfe-07c1-4811-90e0-b0677934aff0"
"Nutra Organics","NTA602","Thriving Family Smooth Vanilla","9343723007637","8fe1e500-237c-440c-bdce-be1e44860267"
"Nutra Organics","NTA605","Thriving Family Smooth Vanilla","9343723000188","023f9033-8966-48bf-ad04-5dc873d2187f"
"Nutra Organics","NTA610","Thriving Family Smooth Vanilla","9343723001567","0b3cfee8-fd35-45fb-8ec0-8696a0d40e1c"
"Nutra Organics","NTA612","Thriving Family Double Choc","9343723007620","e4126188-1439-433d-87e7-fb67ed9c68ff"
"Nutra Organics","NTA615","Thriving Family Double Choc","9343723000164","73bf01b0-5052-433e-8239-9c4670d97817"
"Nutra Organics","NTA620","Thriving Family Double Choc","9343723001543","ed2b93bc-82d4-43c3-afaf-109b466d514f"
"Nutra Organics","NTA625","Thriving Family Strawberries & Cream","9343723005480","f7e5bc6f-59dd-4d82-ab09-7fea38a9de8e"
"Nutra Organics","NTA630","Thriving Family Strawberries & Cream","9343723005497","2a10a839-f0ae-4a50-9551-09a1eb640c01"
"Nutra Organics","NTA700","Super Greens + Reds","9343723005381","6b0fdcb9-fe85-4bce-b051-e5c532ccded8"
"Nutra Organics","NTA705","Super Greens + Reds","9343723005398","9a9244e8-9196-4a7c-b476-142070e19588"
"Nutra Organics","NTA710","Super Greens + Reds","9343723005404","c1ede31a-7d03-4dce-8f21-183111abaf62"
"Nutra Organics","NTA715","Super Greens + Reds","9343723005411","d0b44ca2-a843-4939-90df-6ba829ccd962"
"Nutra Organics","NTA720","Super Greens + Reds Watermelon Strawberry","9343723007286","0ff10e93-1c5b-4786-ab46-a9301b674947"
"Nutra Organics","NTA725","Acai Berry Blend","9343723000003","489530dc-bf3f-427e-add4-957d74ea4634"
"Nutra Organics","NTA786","Clean Plant Protein Chocolate","9343723008382","bf6a5b5a-589e-470a-81c8-946af06c8c2c"
"Nutra Organics","NTA787","Clean Plant Protein Vanilla","9343723008375","443aefa1-4727-4826-a8df-9029d41faeaa"
"Nutra Organics","NTA801","Organic Whey Protein Vanilla","9343723008245","c7902db5-823e-4c05-b556-67253f01291c"
"Nutra Organics","NTA806","Organic Whey Protein Chocolate","9343723008252","43f9e736-a3d8-4066-ad59-924dc0fc1536"
"Nutra Organics","NTA810","Clean Greens","9343723000522","241e5b3e-1468-4884-8ba0-c9152e515dca"
"Nutra Organics","NTA900","Nutra Whiz Stick","9343723007064","61c094b0-8407-4a84-9144-b045a0d11786"
"Nutra Organics","NTA915","Cookbook V2","9780646898872","fa2b2167-5fd5-4638-a1ad-14a195487fc5"
"Switch Nutrition","SWN123","Hydrate Electrolytes No Added Sugar Mango Passionfruit","757953773801","09ee16f3-5a16-436f-b3db-49cfce7b863a"
"Switch Nutrition","SWN124","Hydrate Electrolytes No Added Sugar Assorted Flavours","757953773559","25790365-f2c3-4693-8d64-048941288376"
"Switch Nutrition","SWN132","Perform Hydrate Electrolytes & Carbs Raspberry Lemonade","744109248375","df8fba47-4ecf-4e20-b45d-26a1399d58f5"
"Switch Nutrition","SWN133","Beetroot Triple Strength 6% Nitrate 30:1 Dual Extract","725806313061","d86b1534-f46e-4ff8-bbfd-6308214be167"
"Switch Nutrition","SWN139","Zinc + Vitamin C","743966610691","d07875d2-bdda-4cca-aaec-899d211f421c"
"Switch Nutrition","SWN153","Hydrate Electrolytes No Added Sugar Mango Passionfruit","757953773580","bb142ee2-6655-4f5a-9738-907c922ab42f"
"Switch Nutrition","SWN17","Greens Sachets Assorted Flavours","725806310367","e3ea4a1a-55e5-4439-8a11-f36191864547"
"Switch Nutrition","SWN175DATE","Hydrolysed Collagen Protein Strawberry Kiwi","","8f2e0d70-5b8a-43e4-938e-31fd6e39051c"
"Switch Nutrition","SWN177DATE","Hydrolysed Collagen Protein Mango Pineapple","","78db1895-23cf-4a87-b5b3-7a690eb1934f"
"Switch Nutrition","SWN199","Whiz Stick Electric Mixer Sage Green","743966610875","82521912-acf7-44d1-b9c2-686f45f8fa85"
"Switch Nutrition","SWN20","Greens Sachets Cloudy Apple","725806310343","618d26e0-9635-48a9-b0d4-f2e55dc66f5f"
"Switch Nutrition","SWN204","Stainless Steel Water bottle Beige","743966019616","8e3352e6-9456-4f81-b440-2779fdfc8322"
"Switch Nutrition","SWN205","Stainless Steel Water bottle with Phone Mount Black","743966019579","4ef22cf9-45d0-44ee-8d09-fea2ac76dccd"
"Switch Nutrition","SWN21","Greens Sachets Fruit Juice","725806310329","d8e27e2a-8ce2-4de9-b504-3d36289c37c5"
"Switch Nutrition","SWN22","Greens Sachets Mango Passionfruit","725806310312","6569b93c-e3e0-4fd4-85ac-a7fed654525f"
"Switch Nutrition","SWN222","Tart Cherry Extract (50:1) Unflavoured","743966019319","deddefc8-96d1-40fd-a49d-782e071d68cc"
"Switch Nutrition","SWN223","Egg White Protein Powder Unflavoured","743966019326","4ff699ed-cf51-40ed-92a7-563c892c02e9"
"Switch Nutrition","SWN23","Greens Sachets Raspberry Lemonade","725806310350","10b74873-65ca-43ea-9a11-00a0e736cc69"
"Switch Nutrition","SWN239","Sleep+ Magnesium Choc Honeycomb","725806310138","e2eec343-69c2-4abd-bd01-33f1fa685eb1"
"Switch Nutrition","SWN24","Greens Sachets Strawberry Kiwi","725806310336","98a79cf7-3134-4207-b8aa-65f5889c0f8d"
"Switch Nutrition","SWN248","Sleep+ Magnesium","743966019364","042a11f9-36bd-4b12-b2a8-9f9beda91b1f"
"Switch Nutrition","SWN250","Creatine Monohydrate Mango Passionfruit","743966610011","ac910951-1aad-4c42-98d3-89c26ca1bf0e"
"Switch Nutrition","SWN251","Creatine Monohydrate Red Raspberry","743966610028","84ffe972-a849-4166-a500-8f5e9ef21017"
"Switch Nutrition","SWN252","Creatine Monohydrate Refreshing Lime","743966610035","a535b7b3-dc61-4464-bc27-66e7b92fcde2"
"Switch Nutrition","SWN254","Moringa 100% Pure Organic Moringa Oleifera Unflavoured","743966610004","d7295f36-50b9-4808-b447-181ec2af2c20"
"Switch Nutrition","SWN256","Ultra Fish Oil High Strength Norwegian Omega 3","743966610752","b5c3a58b-3219-4a1b-80bb-2b672bf96337"
"Switch Nutrition","SWN258","Ultra Fish Oil High Strength Norwegian Omega 3","743966610776","a29d3118-d5eb-40ce-a309-dfe29bff0223"
"Switch Nutrition","SWN262","Daily Shaker with Blender Ball Sage Green","743966610202","bcdc3bce-b799-4da7-8a9c-cb986e1c675c"
"Switch Nutrition","SWN264","Sports Water Bottle","743966610219","c73960e2-fa68-43f0-80f5-ac7eb5977654"
"Switch Nutrition","SWN28","Greens Cloudy Apple","725806310404","f423e783-d08c-43cd-9e53-d88f5e63562e"
"Switch Nutrition","SWN29","Greens Fruit Juice","725806310381","1a5d373a-f59b-4250-b825-0105e0e26c5f"
"Switch Nutrition","SWN30","Greens Mango Passionfruit","725806310374","7119c42b-d8ab-4aa4-93eb-9c1f4a24bfff"
"Switch Nutrition","SWN36","Greens Raspberry Lemonade","725806310411","611a2702-7bad-4c50-944f-fb8f5936faa6"
"Switch Nutrition","SWN37","Greens Strawberry Kiwi","725806310398","ca3daf2a-e73e-4a67-93fe-d0be6b37a17e"
"Switch Nutrition","SWN38","Perform Hydrate Sugar Free Kiwi Watermelon","725806310732","c232c31d-c002-4b22-bca0-e7ed0cc63c0b"
"Switch Nutrition","SWN39","Perform Hydrate Sugar Free Lemon Lime","725806310985","d3c6653f-e46a-41f4-8e89-36050626dca7"
"Switch Nutrition","SWN399","Perform Multi-Mag ","725806310640","675b1b8e-f941-4c98-9f75-ddd1dc3b80ff"
"Switch Nutrition","SWN40","Perform Hydrate Sugar Free Kiwi Watermelon","725806310770","cee123ee-ac74-47f3-9225-51625d975cb6"
"Switch Nutrition","SWN400","Perform Multi-Mag Mango Passionfruit","743966610080","bc4f0807-ab3a-4bb3-9d05-18965b61e35c"
"Switch Nutrition","SWN401","Perform Multi-Mag Watermelon","743966610073","0601be42-c95c-4f0d-b345-a7f26073f4f0"
"Switch Nutrition","SWN43","Perform Hydrate Sugar Free Lemon Lime","725806312040","930c2d72-c374-4b76-bc3f-98179cf648cd"
"Switch Nutrition","SWN49","Amino EAA & BCAA Electrolyte Recovery Mango Kiwi","706502765750","74f8fb78-193d-4506-93a4-f0f64260099f"
"Switch Nutrition","SWN50","Amino EAA & BCAA Electrolyte Recovery Watermelon","706502765781","a7cdb20b-0d70-4796-b4a2-aa06f00601c3"
"Switch Nutrition","SWN53","Perform Power Pre-Workout Blend Mango Passionfruit","725806310503","f8ac750a-a84b-42c3-a10c-e53ea93e3239"
"Switch Nutrition","SWN54","Perform Power Pre-Workout Blend Raspberry Lemonade","725806310510","205c3132-3636-439e-82f4-d8f27ee2e0cd"
"Switch Nutrition","SWN55","Perform Power Pre-Workout Blend Strawberry Kiwi","725806310527","0e94ca15-bbdf-49e3-8349-ab90c409b36a"
"Switch Nutrition","SWN66","Creatine 100% Pure HCL","725806312927","69b84b7e-99e4-4dac-b887-994d4679f959"
"Switch Nutrition","SWN67","NAC 100% N-Acetyl L-Cysteine","726684598403","f394f999-1cfb-42a3-ac1b-d5b8fde75096"
"Switch Nutrition","SWN68","Perform Creatine 100% Pure Creapure","743966610370","d45d6b32-4485-41dc-9490-a89681866e3c"
"SuperFeast","SFT02","Ashwagandha","9361243000389","440c3781-0d8f-4262-bb20-6532104447be"
"SuperFeast","SFT04","Ashwagandha","754523934648","099f0fc0-ec20-4aa2-b15a-9ea69ffd9f81"
"SuperFeast","SFT06","Chaga","750343869245","1978f815-ef72-4873-bb3e-ae5e9eed5fd6"
"SuperFeast","SFT08","Chaga","750343869320","f65feb22-f946-4208-95fa-96e1093e9838"
"SuperFeast","SFT10","Chaga","706502733872","00ced5ed-6e7d-4511-9a6d-e31be2073322"
"SuperFeast","SFT12","Cordyceps","750343869283","17d1af98-3346-475b-8023-efd530bc524a"
"SuperFeast","SFT14","Cordyceps","750343869337","c02cda9d-ce29-42a6-9cb3-d4806a6a4e41"
"SuperFeast","SFT16","Cordyceps","706502733896","46e21c68-8ed9-4c13-8394-5000e276eaba"
"SuperFeast","SFT18","Deer Antler","731275894048","131268ce-f7f6-40fb-b17c-e216433c9ff1"
"SuperFeast","SFT20","Deer Antler","706502734008","9b8fba89-bc25-411c-9444-e4b5e0633060"
"SuperFeast","SFT22","Eucommia Bark","750343869276","9480dffe-eca2-4329-9cf7-9e12b5a6acbf"
"SuperFeast","SFT24","Eucommia Bark","750343869474","41bbe942-4138-4368-b43e-422ef00717d8"
"SuperFeast","SFT26","I Am Gaia Women's Blend","787099242947","c3003700-4b24-41eb-910a-66a78b849548"
"SuperFeast","SFT28","I Am Gaia Women's Blend","754523934747","e0625b43-0ddf-4fa2-9722-3e768c96e393"
"SuperFeast","SFT30","JING Stress & Fatigue Tonic","784927494103","69c43ed9-5c7b-4af4-9d39-a91b05e872c8"
"SuperFeast","SFT32","JING Stress & Fatigue Tonic","784927494110","7e333e6a-9aba-4b35-9e6f-5146c72f748c"
"SuperFeast","SFT34","JING Stress & Fatigue Tonic","706502733957","65c4c771-b2c7-4ec3-8b30-502fc3217320"
"SuperFeast","SFT36","JING Stress & Fatigue Tonic","9361243000396","80c7806e-f7cb-486d-8d1a-4ba9579c29b6"
"SuperFeast","SFT38","JING Stress & Fatigue Tonic","754523934631","31b33c5b-69e8-431c-949c-3599f2f92611"
"SuperFeast","SFT40","Lion's Mane","750343869306","cd1f9e1d-022a-45bd-874f-49d0b9e746fd"
"SuperFeast","SFT42","Lion's Mane","750343869368","675de339-8aeb-4f8d-8249-42a4ade0105c"
"SuperFeast","SFT44","Lion's Mane","706502733971","e90a5170-48e8-4a6c-88b9-19ff02ecc1ed"
"SuperFeast","SFT46","Mason's Mushrooms Immune & Gut Tonic","706502734053","bd71698c-bb10-4bc9-bdee-3c44434d5081"
"SuperFeast","SFT48","Mason's Mushrooms Immune & Gut Tonic","731275894055","87999d54-3fc0-4794-8ed0-ca680d90d750"
"SuperFeast","SFT50","Mason's Mushrooms Immune & Gut Tonic","706502733995","60129083-4476-4d96-9688-57d416af861e"
"SuperFeast","SFT52","MSM","731275894017","642173cf-939f-4011-b286-9fee8e039fcf"
"SuperFeast","SFT54","MSM","731275894024","8006b4a4-6a98-420f-918c-787fb8864db5"
"SuperFeast","SFT56","Mushroom M8 Capsules","9361243000419","2ac737f6-cc94-48c7-94eb-53f91c1b1363"
"SuperFeast","SFT58","Mushroom M8 Capsules","754523934655","35778e1a-0f1a-4e4b-b438-84e5eba44449"
"SuperFeast","SFT60","Neural Nectar Nootropic Brain Tonic","787099242558","eece2407-ac96-4018-973a-aa0272776a37"
"SuperFeast","SFT62","Neural Nectar Nootropic Brain Tonic","787099242565","664f0a98-3bd4-4ce4-82b5-2fa01808749d"
"SuperFeast","SFT64","Neural Nectar Nootropic Brain Tonic","787099242589","1887b65a-a8fa-4010-bf6d-d1032cbc96ad"
"SuperFeast","SFT66","QI Digestion & Energy Tonic","0787099242985","80b7b73a-0633-4155-be93-541660ed0089"
"SuperFeast","SFT68","QI Digestion & Energy Tonic","787099243005","598f6716-984b-43fc-a23a-a4d7f1364be1"
"SuperFeast","SFT70","Reishi","750343869252","a562cee9-15e4-4365-a2f0-362cb5f781ca"
"SuperFeast","SFT76","Reishi","9361243000402","fd8c43e2-e520-4128-bf75-580785820d2a"
"SuperFeast","SFT78","Reishi","754523934624","c109eb9b-dd9a-4f02-82a3-95da6c9b9117"
"SuperFeast","SFT80","Schisandra","784927494080","e2f0416d-ca78-4417-bea2-b7773c240486"
"SuperFeast","SFT82","Schisandra","784927494073","77aa12b5-8fa1-401d-afdf-767822dacb8c"
"SuperFeast","SFT84","SHEN Calm Mind, Joyful Spirit","787099242978","7581a448-f51c-4948-b1b1-6c52426fa39d"
"SuperFeast","SFT86","SHEN Calm Mind, Joyful Spirit","787099243036","525f6663-ccc5-48d2-a1ba-153e98909e79"
"SuperFeast","SFT88","Tremella","787099242602","83452909-2a7b-4633-84e2-72cf2589018d"
"SuperFeast","SFT90","Tremella","787099242619","caaf93b5-9000-41e1-8ffa-eb6f42bc5505"
"SuperFeast","SFT92","Tremella","787099242633","59613729-a930-4333-8fa8-743f7195253f"
"SuperFeast","SFT94","Turkey Tail","787099242732","96621d57-e1d3-49e1-b2c3-395c8b51175b"
"SuperFeast","SFT96","Turkey Tail","787099242749","0a262b61-f61c-4e58-a85f-a83112ae248d"
"SuperFeast","SFT98","Turkey Tail","787099242763","1ee40bc1-743d-47d0-bedb-6d7816ceacce"
"Vrindavan","VR108","Essential Oil 100% Sweet Orange","746092298337","e2c84714-425e-4002-b586-b9e2fadccffe"
"Vrindavan","VR110","Essential Oil 100% Pine Needle","746092297934","080e7d31-2efc-47b6-8bf2-f3ea82832438"
"Vrindavan","VR112","Essential Oil 100% Tea Tree","746092298405","697410a4-db78-451e-bb63-fed16b6181b1"
"Vrindavan","VR116","Jojoba Oil Cold Pressed","731722043098","78182c3e-8471-445d-9b9d-55a4ca2341c8"
"Vrindavan","VR119","Organic Cotton Pads","731722043722","a232f17b-9a7b-4a29-84fc-dc60d71eb497"
"Vrindavan","VR120","Organic Cotton Tips","731722043715","5320baea-c76a-4bb1-935b-33bf06206320"
"Vrindavan","VR132","Castor Oil and Rosemary Amber Glass Bottle","731722043326","1d5c5c00-ff91-4c84-adfc-123502aa3c6a"
"Vrindavan","VR134","Castor Oil and Lavender Amber Glass Bottle","731722043333","8cb397f0-0cfa-4693-bd4a-04fa9986f316"
"Vrindavan","VR136","Batana Oil","731722043418","9ff7c601-93f6-4584-a3fc-d77bdc84ce5c"
"Vrindavan","VR137","Pure Lanolin Anhydrous","731722043814","95c82eff-0764-46a1-bd55-414319f324c7"
"Vrindavan","VR138","Raw Batana Oil","731722043425","8d8592de-a3b5-4984-823b-f52a6734c719"
"Vrindavan","VR140","Bushy Brows & Love-ya Lashes Display Inc 5xVR141-144","","b0beeee0-aad2-460d-901b-1d3708d82155"
"Vrindavan","VR141","Bushy Brows Gold Certified Organic Castor Oil","731722043180","a5b0bf05-af3b-4edb-b52e-43d100d68f5e"
"Vrindavan","VR142","Bushy Brows Black Unrefined Jamaican Black Castor Oil","731722043197","1383d9ac-6043-46a0-bbea-47871790598b"
"Vrindavan","VR143","Love-ya Lashes Gold Certified Organic Castor Oil","731722043166","06354622-dcd3-4676-977c-f13f1fd872d1"
"Vrindavan","VR144","Love-ya Lashes Black Refined Jamaican Black Castor Oil","731722043173","2dde7284-de3f-49c7-b9ae-17372b7d2c05"
"Vrindavan","VR156","Essential Oil 100% Rosemary","731722042824","ae617e1c-e162-4be6-b2f2-ac927d85a231"
"Vrindavan","VR160","Glass Cleaner Eco Family Windows, Mirrors, Showers","731722043012","f7a013b1-10b1-45ca-bc4c-36c01bc903a1"
"Vrindavan","VR161","Surface Spray Eco Family Power Cleaner Multi-Purpose","731722042992","093fa272-f968-47df-b6cd-ac9805ab85c3"
"Vrindavan","VR162","Mould Spray Eco Family Sanitises, Remove Mould &Mildew","731722043005","a4eb636e-88d8-4966-a826-cc436a91affe"
"Vrindavan","VR170","Roll-On Deodorant Eco Family Clary Sage Aluminium Free","731722042961","b570c654-03b3-45ce-b2e1-375995fda82d"
"Vrindavan","VR171","Roll-On Deodorant Eco Family Neroli Aluminium Free","731722042978","afbce616-b3e6-4a8c-945d-460f7719d361"
